Codi_Districte,Nom_Districte,Concepte,Rang_soroll,Valor
6,Gràcia,TRANSIT_D,40-45 dB,21.26%
6,Gràcia,TRANSIT_D,45-50 dB,17.88%
6,Gràcia,TRANSIT_D,50-55 dB,8.45%
6,Gràcia,TRANSIT_D,55-60 dB,11.89%
6,Gràcia,TRANSIT_D,60-65 dB,12.52%
6,Gràcia,TRANSIT_D,65-70 dB,16.98%
6,Gràcia,TRANSIT_D,70-75 dB,7.68%
6,Gràcia,TRANSIT_D,75-80 dB,0.52%
6,Gràcia,TRANSIT_D,>=80 dB,0.00%
7,Horta-Guinardó,TRANSIT_D,<40 dB,4.74%
7,Horta-Guinardó,TRANSIT_D,40-45 dB,23.67%
7,Horta-Guinardó,TRANSIT_D,45-50 dB,14.98%
7,Horta-Guinardó,TRANSIT_D,50-55 dB,10.77%
7,Horta-Guinardó,TRANSIT_D,55-60 dB,15.09%
7,Horta-Guinardó,TRANSIT_D,60-65 dB,13.69%
7,Horta-Guinardó,TRANSIT_D,65-70 dB,12.30%
7,Horta-Guinardó,TRANSIT_D,70-75 dB,4.65%
7,Horta-Guinardó,TRANSIT_D,75-80 dB,0.11%
7,Horta-Guinardó,TRANSIT_D,>=80 dB,0.00%
8,Nou Barris,TRANSIT_D,<40 dB,4.42%
8,Nou Barris,TRANSIT_D,40-45 dB,19.37%
8,Nou Barris,TRANSIT_D,45-50 dB,15.09%
8,Nou Barris,TRANSIT_D,50-55 dB,13.78%
8,Nou Barris,TRANSIT_D,55-60 dB,20.31%
8,Nou Barris,TRANSIT_D,60-65 dB,14.49%
8,Nou Barris,TRANSIT_D,65-70 dB,9.91%
8,Nou Barris,TRANSIT_D,70-75 dB,2.57%
8,Nou Barris,TRANSIT_D,75-80 dB,0.06%
8,Nou Barris,TRANSIT_D,>=80 dB,0.00%
9,Sant Andreu,TRANSIT_D,<40 dB,3.25%
9,Sant Andreu,TRANSIT_D,40-45 dB,17.15%
9,Sant Andreu,TRANSIT_D,45-50 dB,17.80%
9,Sant Andreu,TRANSIT_D,50-55 dB,9.98%
9,Sant Andreu,TRANSIT_D,55-60 dB,15.68%
9,Sant Andreu,TRANSIT_D,60-65 dB,15.62%
9,Sant Andreu,TRANSIT_D,65-70 dB,14.58%
9,Sant Andreu,TRANSIT_D,70-75 dB,5.94%
9,Sant Andreu,TRANSIT_D,75-80 dB,0.00%
9,Sant Andreu,TRANSIT_D,>=80 dB,0.00%
10,Sant Martí,TRANSIT_D,<40 dB,1.39%
10,Sant Martí,TRANSIT_D,40-45 dB,14.97%
10,Sant Martí,TRANSIT_D,45-50 dB,16.66%
10,Sant Martí,TRANSIT_D,50-55 dB,12.14%
10,Sant Martí,TRANSIT_D,55-60 dB,17.29%
10,Sant Martí,TRANSIT_D,60-65 dB,18.16%
10,Sant Martí,TRANSIT_D,65-70 dB,13.58%
10,Sant Martí,TRANSIT_D,70-75 dB,5.77%
10,Sant Martí,TRANSIT_D,75-80 dB,0.04%
10,Sant Martí,TRANSIT_D,>=80 dB,0.00%
1,Ciutat Vella,TRANSIT_E,<40 dB,24.37%
1,Ciutat Vella,TRANSIT_E,40-45 dB,20.38%
1,Ciutat Vella,TRANSIT_E,45-50 dB,8.90%
1,Ciutat Vella,TRANSIT_E,50-55 dB,14.81%
1,Ciutat Vella,TRANSIT_E,55-60 dB,17.22%
1,Ciutat Vella,TRANSIT_E,60-65 dB,8.73%
1,Ciutat Vella,TRANSIT_E,65-70 dB,4.68%
1,Ciutat Vella,TRANSIT_E,70-75 dB,0.91%
1,Ciutat Vella,TRANSIT_E,75-80 dB,0.00%
1,Ciutat Vella,TRANSIT_E,>=80 dB,0.00%
2,Eixample,TRANSIT_E,<40 dB,0.15%
2,Eixample,TRANSIT_E,40-45 dB,20.00%
2,Eixample,TRANSIT_E,45-50 dB,24.27%
2,Eixample,TRANSIT_E,50-55 dB,1.44%
2,Eixample,TRANSIT_E,55-60 dB,3.38%
2,Eixample,TRANSIT_E,60-65 dB,10.72%
2,Eixample,TRANSIT_E,65-70 dB,30.70%
2,Eixample,TRANSIT_E,70-75 dB,9.33%
2,Eixample,TRANSIT_E,75-80 dB,0.01%
2,Eixample,TRANSIT_E,>=80 dB,0.00%
3,Sants-Montjuïc,TRANSIT_E,<40 dB,16.12%
3,Sants-Montjuïc,TRANSIT_E,40-45 dB,20.55%
3,Sants-Montjuïc,TRANSIT_E,45-50 dB,9.27%
3,Sants-Montjuïc,TRANSIT_E,50-55 dB,9.24%
3,Sants-Montjuïc,TRANSIT_E,55-60 dB,16.99%
3,Sants-Montjuïc,TRANSIT_E,60-65 dB,14.40%
3,Sants-Montjuïc,TRANSIT_E,65-70 dB,10.85%
3,Sants-Montjuïc,TRANSIT_E,70-75 dB,2.58%
3,Sants-Montjuïc,TRANSIT_E,75-80 dB,0.00%
3,Sants-Montjuïc,TRANSIT_E,>=80 dB,0.00%
4,Les Corts,TRANSIT_E,<40 dB,1.54%
4,Les Corts,TRANSIT_E,40-45 dB,23.50%
4,Les Corts,TRANSIT_E,45-50 dB,8.45%
4,Les Corts,TRANSIT_E,50-55 dB,10.58%
4,Les Corts,TRANSIT_E,55-60 dB,19.27%
4,Les Corts,TRANSIT_E,60-65 dB,18.75%
4,Les Corts,TRANSIT_E,65-70 dB,15.39%
4,Les Corts,TRANSIT_E,70-75 dB,2.52%
4,Les Corts,TRANSIT_E,75-80 dB,0.00%
4,Les Corts,TRANSIT_E,>=80 dB,0.00%
5,Sarrià-Sant Gervasi,TRANSIT_E,<40 dB,4.08%
5,Sarrià-Sant Gervasi,TRANSIT_E,40-45 dB,24.74%
5,Sarrià-Sant Gervasi,TRANSIT_E,45-50 dB,13.72%
5,Sarrià-Sant Gervasi,TRANSIT_E,50-55 dB,11.81%
5,Sarrià-Sant Gervasi,TRANSIT_E,55-60 dB,14.76%
5,Sarrià-Sant Gervasi,TRANSIT_E,60-65 dB,13.56%
5,Sarrià-Sant Gervasi,TRANSIT_E,65-70 dB,10.98%
5,Sarrià-Sant Gervasi,TRANSIT_E,70-75 dB,6.35%
5,Sarrià-Sant Gervasi,TRANSIT_E,75-80 dB,0.00%
5,Sarrià-Sant Gervasi,TRANSIT_E,>=80 dB,0.00%
6,Gràcia,TRANSIT_E,<40 dB,8.38%
6,Gràcia,TRANSIT_E,40-45 dB,24.34%
6,Gràcia,TRANSIT_E,45-50 dB,11.68%
6,Gràcia,TRANSIT_E,50-55 dB,10.05%
6,Gràcia,TRANSIT_E,55-60 dB,11.72%
6,Gràcia,TRANSIT_E,60-65 dB,14.16%
6,Gràcia,TRANSIT_E,65-70 dB,15.05%
6,Gràcia,TRANSIT_E,70-75 dB,4.62%
6,Gràcia,TRANSIT_E,75-80 dB,0.00%
6,Gràcia,TRANSIT_E,>=80 dB,0.00%
7,Horta-Guinardó,TRANSIT_E,<40 dB,11.42%
7,Horta-Guinardó,TRANSIT_E,40-45 dB,24.32%
7,Horta-Guinardó,TRANSIT_E,45-50 dB,10.67%
7,Horta-Guinardó,TRANSIT_E,50-55 dB,11.88%
7,Horta-Guinardó,TRANSIT_E,55-60 dB,16.24%
7,Horta-Guinardó,TRANSIT_E,60-65 dB,13.49%
7,Horta-Guinardó,TRANSIT_E,65-70 dB,10.43%
7,Horta-Guinardó,TRANSIT_E,70-75 dB,1.55%
7,Horta-Guinardó,TRANSIT_E,75-80 dB,0.00%
7,Horta-Guinardó,TRANSIT_E,>=80 dB,0.00%
8,Nou Barris,TRANSIT_E,<40 dB,10.32%
8,Nou Barris,TRANSIT_E,40-45 dB,20.16%
8,Nou Barris,TRANSIT_E,45-50 dB,12.23%
8,Nou Barris,TRANSIT_E,50-55 dB,17.70%
8,Nou Barris,TRANSIT_E,55-60 dB,18.37%
8,Nou Barris,TRANSIT_E,60-65 dB,12.31%
8,Nou Barris,TRANSIT_E,65-70 dB,7.80%
8,Nou Barris,TRANSIT_E,70-75 dB,1.09%
8,Nou Barris,TRANSIT_E,75-80 dB,0.02%
8,Nou Barris,TRANSIT_E,>=80 dB,0.00%
9,Sant Andreu,TRANSIT_E,<40 dB,7.77%
9,Sant Andreu,TRANSIT_E,40-45 dB,20.81%
9,Sant Andreu,TRANSIT_E,45-50 dB,12.61%
9,Sant Andreu,TRANSIT_E,50-55 dB,11.70%
9,Sant Andreu,TRANSIT_E,55-60 dB,16.48%
9,Sant Andreu,TRANSIT_E,60-65 dB,14.82%
9,Sant Andreu,TRANSIT_E,65-70 dB,13.21%
9,Sant Andreu,TRANSIT_E,70-75 dB,2.60%
9,Sant Andreu,TRANSIT_E,75-80 dB,0.00%
9,Sant Andreu,TRANSIT_E,>=80 dB,0.00%
10,Sant Martí,TRANSIT_E,<40 dB,3.92%
10,Sant Martí,TRANSIT_E,40-45 dB,19.17%
10,Sant Martí,TRANSIT_E,45-50 dB,13.86%
10,Sant Martí,TRANSIT_E,50-55 dB,13.43%
10,Sant Martí,TRANSIT_E,55-60 dB,18.20%
10,Sant Martí,TRANSIT_E,60-65 dB,17.01%
10,Sant Martí,TRANSIT_E,65-70 dB,11.55%
10,Sant Martí,TRANSIT_E,70-75 dB,2.86%
10,Sant Martí,TRANSIT_E,75-80 dB,0.00%
10,Sant Martí,TRANSIT_E,>=80 dB,0.00%
1,Ciutat Vella,TRANSIT_N,<40 dB,45.03%
1,Ciutat Vella,TRANSIT_N,40-45 dB,9.04%
1,Ciutat Vella,TRANSIT_N,45-50 dB,14.97%
1,Ciutat Vella,TRANSIT_N,50-55 dB,17.19%
1,Ciutat Vella,TRANSIT_N,55-60 dB,8.45%
1,Ciutat Vella,TRANSIT_N,60-65 dB,4.45%
1,Ciutat Vella,TRANSIT_N,65-70 dB,0.87%
1,Ciutat Vella,TRANSIT_N,70-75 dB,0.00%
1,Ciutat Vella,TRANSIT_N,75-80 dB,0.00%
1,Ciutat Vella,TRANSIT_N,>=80 dB,0.00%
2,Eixample,TRANSIT_N,<40 dB,22.89%
2,Eixample,TRANSIT_N,40-45 dB,21.66%
2,Eixample,TRANSIT_N,45-50 dB,1.38%
2,Eixample,TRANSIT_N,50-55 dB,3.50%
2,Eixample,TRANSIT_N,55-60 dB,11.44%
2,Eixample,TRANSIT_N,60-65 dB,30.71%
2,Eixample,TRANSIT_N,65-70 dB,8.42%
2,Eixample,TRANSIT_N,70-75 dB,0.00%
2,Eixample,TRANSIT_N,75-80 dB,0.00%
2,Eixample,TRANSIT_N,>=80 dB,0.00%
3,Sants-Montjuïc,TRANSIT_N,<40 dB,37.02%
3,Sants-Montjuïc,TRANSIT_N,40-45 dB,9.07%
3,Sants-Montjuïc,TRANSIT_N,45-50 dB,9.54%
3,Sants-Montjuïc,TRANSIT_N,50-55 dB,17.43%
3,Sants-Montjuïc,TRANSIT_N,55-60 dB,13.89%
3,Sants-Montjuïc,TRANSIT_N,60-65 dB,10.78%
3,Sants-Montjuïc,TRANSIT_N,65-70 dB,2.27%
3,Sants-Montjuïc,TRANSIT_N,70-75 dB,0.00%
3,Sants-Montjuïc,TRANSIT_N,75-80 dB,0.00%
3,Sants-Montjuïc,TRANSIT_N,>=80 dB,0.00%
4,Les Corts,TRANSIT_N,<40 dB,25.37%
4,Les Corts,TRANSIT_N,40-45 dB,8.28%
4,Les Corts,TRANSIT_N,45-50 dB,10.74%
4,Les Corts,TRANSIT_N,50-55 dB,19.70%
4,Les Corts,TRANSIT_N,55-60 dB,18.49%
4,Les Corts,TRANSIT_N,60-65 dB,15.42%
4,Les Corts,TRANSIT_N,65-70 dB,2.00%
4,Les Corts,TRANSIT_N,70-75 dB,0.00%
4,Les Corts,TRANSIT_N,75-80 dB,0.00%
4,Les Corts,TRANSIT_N,>=80 dB,0.00%
5,Sarrià-Sant Gervasi,TRANSIT_N,<40 dB,29.65%
5,Sarrià-Sant Gervasi,TRANSIT_N,40-45 dB,13.09%
5,Sarrià-Sant Gervasi,TRANSIT_N,45-50 dB,12.10%
5,Sarrià-Sant Gervasi,TRANSIT_N,50-55 dB,14.75%
5,Sarrià-Sant Gervasi,TRANSIT_N,55-60 dB,13.48%
5,Sarrià-Sant Gervasi,TRANSIT_N,60-65 dB,11.06%
5,Sarrià-Sant Gervasi,TRANSIT_N,65-70 dB,5.87%
5,Sarrià-Sant Gervasi,TRANSIT_N,70-75 dB,0.00%
5,Sarrià-Sant Gervasi,TRANSIT_N,75-80 dB,0.00%
5,Sarrià-Sant Gervasi,TRANSIT_N,>=80 dB,0.00%
6,Gràcia,TRANSIT_N,<40 dB,33.69%
6,Gràcia,TRANSIT_N,40-45 dB,10.92%
6,Gràcia,TRANSIT_N,45-50 dB,10.25%
6,Gràcia,TRANSIT_N,50-55 dB,11.73%
6,Gràcia,TRANSIT_N,55-60 dB,14.45%
6,Gràcia,TRANSIT_N,60-65 dB,14.72%
6,Gràcia,TRANSIT_N,65-70 dB,4.24%
6,Gràcia,TRANSIT_N,70-75 dB,0.00%
6,Gràcia,TRANSIT_N,75-80 dB,0.00%
6,Gràcia,TRANSIT_N,>=80 dB,0.00%
7,Horta-Guinardó,TRANSIT_N,<40 dB,36.42%
7,Horta-Guinardó,TRANSIT_N,40-45 dB,10.11%
7,Horta-Guinardó,TRANSIT_N,45-50 dB,12.19%
7,Horta-Guinardó,TRANSIT_N,50-55 dB,16.20%
7,Horta-Guinardó,TRANSIT_N,55-60 dB,13.61%
7,Horta-Guinardó,TRANSIT_N,60-65 dB,10.24%
7,Horta-Guinardó,TRANSIT_N,65-70 dB,1.23%
7,Horta-Guinardó,TRANSIT_N,70-75 dB,0.00%
7,Horta-Guinardó,TRANSIT_N,75-80 dB,0.00%
7,Horta-Guinardó,TRANSIT_N,>=80 dB,0.00%
8,Nou Barris,TRANSIT_N,<40 dB,30.82%
8,Nou Barris,TRANSIT_N,40-45 dB,12.12%
8,Nou Barris,TRANSIT_N,45-50 dB,18.08%
8,Nou Barris,TRANSIT_N,50-55 dB,18.25%
8,Nou Barris,TRANSIT_N,55-60 dB,12.11%
8,Nou Barris,TRANSIT_N,60-65 dB,7.59%
8,Nou Barris,TRANSIT_N,65-70 dB,1.01%
8,Nou Barris,TRANSIT_N,70-75 dB,0.02%
8,Nou Barris,TRANSIT_N,75-80 dB,0.00%
8,Nou Barris,TRANSIT_N,>=80 dB,0.00%
9,Sant Andreu,TRANSIT_N,<40 dB,29.13%
9,Sant Andreu,TRANSIT_N,40-45 dB,12.16%
9,Sant Andreu,TRANSIT_N,45-50 dB,11.98%
9,Sant Andreu,TRANSIT_N,50-55 dB,16.56%
9,Sant Andreu,TRANSIT_N,55-60 dB,15.08%
9,Sant Andreu,TRANSIT_N,60-65 dB,13.06%
9,Sant Andreu,TRANSIT_N,65-70 dB,2.03%
9,Sant Andreu,TRANSIT_N,70-75 dB,0.00%
9,Sant Andreu,TRANSIT_N,75-80 dB,0.00%
9,Sant Andreu,TRANSIT_N,>=80 dB,0.00%
10,Sant Martí,TRANSIT_N,<40 dB,23.67%
10,Sant Martí,TRANSIT_N,40-45 dB,13.52%
10,Sant Martí,TRANSIT_N,45-50 dB,13.64%
10,Sant Martí,TRANSIT_N,50-55 dB,18.38%
10,Sant Martí,TRANSIT_N,55-60 dB,16.81%
10,Sant Martí,TRANSIT_N,60-65 dB,11.44%
10,Sant Martí,TRANSIT_N,65-70 dB,2.54%
10,Sant Martí,TRANSIT_N,70-75 dB,0.00%
10,Sant Martí,TRANSIT_N,75-80 dB,0.00%
10,Sant Martí,TRANSIT_N,>=80 dB,0.00%
1,Ciutat Vella,TRANSIT_DEN,<40 dB,3.64%
1,Ciutat Vella,TRANSIT_DEN,40-45 dB,31.60%
1,Ciutat Vella,TRANSIT_DEN,45-50 dB,12.24%
1,Ciutat Vella,TRANSIT_DEN,50-55 dB,10.42%
1,Ciutat Vella,TRANSIT_DEN,55-60 dB,16.91%
1,Ciutat Vella,TRANSIT_DEN,60-65 dB,15.03%
1,Ciutat Vella,TRANSIT_DEN,65-70 dB,6.45%
1,Ciutat Vella,TRANSIT_DEN,70-75 dB,3.34%
1,Ciutat Vella,TRANSIT_DEN,75-80 dB,0.37%
1,Ciutat Vella,TRANSIT_DEN,>=80 dB,0.00%
2,Eixample,TRANSIT_DEN,<40 dB,0.15%
2,Eixample,TRANSIT_DEN,40-45 dB,0.43%
2,Eixample,TRANSIT_DEN,45-50 dB,36.64%
2,Eixample,TRANSIT_DEN,50-55 dB,7.70%
2,Eixample,TRANSIT_DEN,55-60 dB,1.68%
2,Eixample,TRANSIT_DEN,60-65 dB,5.26%
2,Eixample,TRANSIT_DEN,65-70 dB,17.55%
2,Eixample,TRANSIT_DEN,70-75 dB,27.20%
2,Eixample,TRANSIT_DEN,75-80 dB,3.39%
2,Eixample,TRANSIT_DEN,>=80 dB,0.00%
3,Sants-Montjuïc,TRANSIT_DEN,<40 dB,1.66%
3,Sants-Montjuïc,TRANSIT_DEN,40-45 dB,22.25%
3,Sants-Montjuïc,TRANSIT_DEN,45-50 dB,16.47%
3,Sants-Montjuïc,TRANSIT_DEN,50-55 dB,7.88%
3,Sants-Montjuïc,TRANSIT_DEN,55-60 dB,11.84%
3,Sants-Montjuïc,TRANSIT_DEN,60-65 dB,18.39%
3,Sants-Montjuïc,TRANSIT_DEN,65-70 dB,13.08%
3,Sants-Montjuïc,TRANSIT_DEN,70-75 dB,7.53%
3,Sants-Montjuïc,TRANSIT_DEN,75-80 dB,0.90%
3,Sants-Montjuïc,TRANSIT_DEN,>=80 dB,0.00%
4,Les Corts,TRANSIT_DEN,<40 dB,0.16%
4,Les Corts,TRANSIT_DEN,40-45 dB,8.14%
4,Les Corts,TRANSIT_DEN,45-50 dB,19.70%
4,Les Corts,TRANSIT_DEN,50-55 dB,8.30%
4,Les Corts,TRANSIT_DEN,55-60 dB,12.57%
4,Les Corts,TRANSIT_DEN,60-65 dB,22.60%
4,Les Corts,TRANSIT_DEN,65-70 dB,15.82%
4,Les Corts,TRANSIT_DEN,70-75 dB,12.03%
4,Les Corts,TRANSIT_DEN,75-80 dB,0.68%
4,Les Corts,TRANSIT_DEN,>=80 dB,0.00%
5,Sarrià-Sant Gervasi,TRANSIT_DEN,<40 dB,0.97%
5,Sarrià-Sant Gervasi,TRANSIT_DEN,40-45 dB,9.57%
5,Sarrià-Sant Gervasi,TRANSIT_DEN,45-50 dB,24.78%
5,Sarrià-Sant Gervasi,TRANSIT_DEN,50-55 dB,10.56%
5,Sarrià-Sant Gervasi,TRANSIT_DEN,55-60 dB,13.32%
5,Sarrià-Sant Gervasi,TRANSIT_DEN,60-65 dB,15.23%
5,Sarrià-Sant Gervasi,TRANSIT_DEN,65-70 dB,11.23%
5,Sarrià-Sant Gervasi,TRANSIT_DEN,70-75 dB,12.23%
5,Sarrià-Sant Gervasi,TRANSIT_DEN,75-80 dB,2.11%
5,Sarrià-Sant Gervasi,TRANSIT_DEN,>=80 dB,0.00%
6,Gràcia,TRANSIT_DEN,<40 dB,0.87%
6,Gràcia,TRANSIT_DEN,40-45 dB,15.45%
6,Gràcia,TRANSIT_DEN,45-50 dB,22.83%
6,Gràcia,TRANSIT_DEN,50-55 dB,8.15%
6,Gràcia,TRANSIT_DEN,55-60 dB,11.29%
6,Gràcia,TRANSIT_DEN,60-65 dB,12.36%
6,Gràcia,TRANSIT_DEN,65-70 dB,16.19%
6,Gràcia,TRANSIT_DEN,70-75 dB,11.16%
6,Gràcia,TRANSIT_DEN,75-80 dB,1.70%
6,Gràcia,TRANSIT_DEN,>=80 dB,0.00%
7,Horta-Guinardó,TRANSIT_DEN,<40 dB,2.20%
7,Horta-Guinardó,TRANSIT_DEN,40-45 dB,18.45%
7,Horta-Guinardó,TRANSIT_DEN,45-50 dB,19.71%
7,Horta-Guinardó,TRANSIT_DEN,50-55 dB,9.55%
7,Horta-Guinardó,TRANSIT_DEN,55-60 dB,14.16%
7,Horta-Guinardó,TRANSIT_DEN,60-65 dB,14.78%
7,Horta-Guinardó,TRANSIT_DEN,65-70 dB,13.18%
7,Horta-Guinardó,TRANSIT_DEN,70-75 dB,7.63%
7,Horta-Guinardó,TRANSIT_DEN,75-80 dB,0.34%
7,Horta-Guinardó,TRANSIT_DEN,>=80 dB,0.00%
8,Nou Barris,TRANSIT_DEN,<40 dB,2.08%
8,Nou Barris,TRANSIT_DEN,40-45 dB,14.64%
8,Nou Barris,TRANSIT_DEN,45-50 dB,18.21%
8,Nou Barris,TRANSIT_DEN,50-55 dB,11.83%
8,Nou Barris,TRANSIT_DEN,55-60 dB,20.39%
8,Nou Barris,TRANSIT_DEN,60-65 dB,16.26%
8,Nou Barris,TRANSIT_DEN,65-70 dB,10.78%
8,Nou Barris,TRANSIT_DEN,70-75 dB,5.57%
8,Nou Barris,TRANSIT_DEN,75-80 dB,0.24%
8,Nou Barris,TRANSIT_DEN,>=80 dB,0.00%
9,Sant Andreu,TRANSIT_DEN,<40 dB,1.51%
9,Sant Andreu,TRANSIT_DEN,40-45 dB,12.32%
9,Sant Andreu,TRANSIT_DEN,45-50 dB,20.04%
9,Sant Andreu,TRANSIT_DEN,50-55 dB,10.37%
9,Sant Andreu,TRANSIT_DEN,55-60 dB,14.14%
9,Sant Andreu,TRANSIT_DEN,60-65 dB,16.93%
9,Sant Andreu,TRANSIT_DEN,65-70 dB,14.41%
9,Sant Andreu,TRANSIT_DEN,70-75 dB,9.57%
9,Sant Andreu,TRANSIT_DEN,75-80 dB,0.71%
9,Sant Andreu,TRANSIT_DEN,>=80 dB,0.00%
10,Sant Martí,TRANSIT_DEN,<40 dB,0.54%
10,Sant Martí,TRANSIT_DEN,40-45 dB,8.82%
10,Sant Martí,TRANSIT_DEN,45-50 dB,19.68%
10,Sant Martí,TRANSIT_DEN,50-55 dB,12.13%
10,Sant Martí,TRANSIT_DEN,55-60 dB,15.24%
10,Sant Martí,TRANSIT_DEN,60-65 dB,18.62%
10,Sant Martí,TRANSIT_DEN,65-70 dB,15.25%
10,Sant Martí,TRANSIT_DEN,70-75 dB,8.82%
10,Sant Martí,TRANSIT_DEN,75-80 dB,0.90%
10,Sant Martí,TRANSIT_DEN,>=80 dB,0.00%
1,Ciutat Vella,GI_TR_D,<40 dB,73.33%
1,Ciutat Vella,GI_TR_D,40-45 dB,16.11%
1,Ciutat Vella,GI_TR_D,45-50 dB,4.61%
1,Ciutat Vella,GI_TR_D,50-55 dB,2.06%
1,Ciutat Vella,GI_TR_D,55-60 dB,1.19%
1,Ciutat Vella,GI_TR_D,60-65 dB,0.71%
1,Ciutat Vella,GI_TR_D,65-70 dB,0.68%
1,Ciutat Vella,GI_TR_D,70-75 dB,1.26%
1,Ciutat Vella,GI_TR_D,75-80 dB,0.05%
1,Ciutat Vella,GI_TR_D,>=80 dB,0.00%
2,Eixample,GI_TR_D,<40 dB,29.36%
2,Eixample,GI_TR_D,40-45 dB,25.21%
2,Eixample,GI_TR_D,45-50 dB,19.45%
2,Eixample,GI_TR_D,50-55 dB,4.24%
2,Eixample,GI_TR_D,55-60 dB,5.24%
2,Eixample,GI_TR_D,60-65 dB,4.37%
2,Eixample,GI_TR_D,65-70 dB,3.60%
2,Eixample,GI_TR_D,70-75 dB,7.79%
2,Eixample,GI_TR_D,75-80 dB,0.74%
2,Eixample,GI_TR_D,>=80 dB,0.00%
3,Sants-Montjuïc,GI_TR_D,<40 dB,58.69%
3,Sants-Montjuïc,GI_TR_D,40-45 dB,17.73%
3,Sants-Montjuïc,GI_TR_D,45-50 dB,7.99%
3,Sants-Montjuïc,GI_TR_D,50-55 dB,3.49%
3,Sants-Montjuïc,GI_TR_D,55-60 dB,2.46%
3,Sants-Montjuïc,GI_TR_D,60-65 dB,2.08%
3,Sants-Montjuïc,GI_TR_D,65-70 dB,4.34%
3,Sants-Montjuïc,GI_TR_D,70-75 dB,3.22%
3,Sants-Montjuïc,GI_TR_D,75-80 dB,0.00%
3,Sants-Montjuïc,GI_TR_D,>=80 dB,0.00%
4,Les Corts,GI_TR_D,<40 dB,48.98%
4,Les Corts,GI_TR_D,40-45 dB,20.46%
4,Les Corts,GI_TR_D,45-50 dB,7.67%
4,Les Corts,GI_TR_D,50-55 dB,6.26%
4,Les Corts,GI_TR_D,55-60 dB,5.44%
4,Les Corts,GI_TR_D,60-65 dB,3.65%
4,Les Corts,GI_TR_D,65-70 dB,3.20%
4,Les Corts,GI_TR_D,70-75 dB,4.34%
4,Les Corts,GI_TR_D,75-80 dB,0.00%
4,Les Corts,GI_TR_D,>=80 dB,0.00%
5,Sarrià-Sant Gervasi,GI_TR_D,<40 dB,54.69%
5,Sarrià-Sant Gervasi,GI_TR_D,40-45 dB,21.53%
5,Sarrià-Sant Gervasi,GI_TR_D,45-50 dB,9.80%
5,Sarrià-Sant Gervasi,GI_TR_D,50-55 dB,3.62%
5,Sarrià-Sant Gervasi,GI_TR_D,55-60 dB,3.34%
5,Sarrià-Sant Gervasi,GI_TR_D,60-65 dB,2.32%
5,Sarrià-Sant Gervasi,GI_TR_D,65-70 dB,1.77%
5,Sarrià-Sant Gervasi,GI_TR_D,70-75 dB,2.93%
5,Sarrià-Sant Gervasi,GI_TR_D,75-80 dB,0.00%
5,Sarrià-Sant Gervasi,GI_TR_D,>=80 dB,0.00%
6,Gràcia,GI_TR_D,<40 dB,77.74%
6,Gràcia,GI_TR_D,40-45 dB,9.03%
6,Gràcia,GI_TR_D,45-50 dB,5.77%
6,Gràcia,GI_TR_D,50-55 dB,2.17%
6,Gràcia,GI_TR_D,55-60 dB,1.32%
6,Gràcia,GI_TR_D,60-65 dB,1.10%
6,Gràcia,GI_TR_D,65-70 dB,0.96%
6,Gràcia,GI_TR_D,70-75 dB,1.40%
6,Gràcia,GI_TR_D,75-80 dB,0.51%
6,Gràcia,GI_TR_D,>=80 dB,0.00%
7,Horta-Guinardó,GI_TR_D,<40 dB,68.70%
7,Horta-Guinardó,GI_TR_D,40-45 dB,12.63%
7,Horta-Guinardó,GI_TR_D,45-50 dB,7.25%
7,Horta-Guinardó,GI_TR_D,50-55 dB,4.07%
7,Horta-Guinardó,GI_TR_D,55-60 dB,2.55%
7,Horta-Guinardó,GI_TR_D,60-65 dB,1.85%
7,Horta-Guinardó,GI_TR_D,65-70 dB,1.44%
7,Horta-Guinardó,GI_TR_D,70-75 dB,1.40%
7,Horta-Guinardó,GI_TR_D,75-80 dB,0.11%
7,Horta-Guinardó,GI_TR_D,>=80 dB,0.00%
8,Nou Barris,GI_TR_D,<40 dB,60.37%
8,Nou Barris,GI_TR_D,40-45 dB,16.43%
8,Nou Barris,GI_TR_D,45-50 dB,8.60%
8,Nou Barris,GI_TR_D,50-55 dB,5.02%
8,Nou Barris,GI_TR_D,55-60 dB,3.43%
8,Nou Barris,GI_TR_D,60-65 dB,2.56%
8,Nou Barris,GI_TR_D,65-70 dB,2.49%
8,Nou Barris,GI_TR_D,70-75 dB,1.05%
8,Nou Barris,GI_TR_D,75-80 dB,0.05%
8,Nou Barris,GI_TR_D,>=80 dB,0.00%
9,Sant Andreu,GI_TR_D,<40 dB,47.28%
9,Sant Andreu,GI_TR_D,40-45 dB,17.09%
9,Sant Andreu,GI_TR_D,45-50 dB,14.92%
9,Sant Andreu,GI_TR_D,50-55 dB,6.20%
9,Sant Andreu,GI_TR_D,55-60 dB,3.78%
9,Sant Andreu,GI_TR_D,60-65 dB,3.75%
9,Sant Andreu,GI_TR_D,65-70 dB,3.11%
9,Sant Andreu,GI_TR_D,70-75 dB,3.87%
9,Sant Andreu,GI_TR_D,75-80 dB,0.00%
9,Sant Andreu,GI_TR_D,>=80 dB,0.00%
10,Sant Martí,GI_TR_D,<40 dB,50.72%
10,Sant Martí,GI_TR_D,40-45 dB,16.48%
10,Sant Martí,GI_TR_D,45-50 dB,12.86%
10,Sant Martí,GI_TR_D,50-55 dB,4.78%
